Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,SeasonFile,HomeElo,AwayElo,HomeForm,AwayForm,HomeFormAtHome,AwayFormAtAway,HomeH2H,AwayH2H,EloDiff,FormDiff,VenueFormDiff,H2HDiff,Target
2016-04-23,Bournemouth,Chelsea,1,4,A,1,2,A,R East,13,16,4,4,11,4,10,7,1,0,0,0,season-1516.csv,1480.7992800618256,1506.5739684609716,1.2,1.0,1.2,2.0,3.0,0.0,-25.774688399146044,0.19999999999999996,-0.8,3.0,2
2016-04-23,Liverpool,Newcastle,2,2,D,2,0,H,A Marriner,13,6,4,3,8,17,5,4,1,1,0,0,season-1516.csv,1551.0422898070033,1421.2775972825714,2.0,1.0,2.2,0.0,0.0,3.0,129.7646925244319,1.0,2.2,-3.0,0
2016-04-23,Man City,Stoke,4,0,H,2,0,H,R Madley,11,14,6,2,8,8,9,4,0,0,0,0,season-1516.csv,1552.7033628382262,1498.3345564544652,2.0,0.8,1.2,1.4,0.0,3.0,54.36880638376101,1.2,-0.19999999999999996,-3.0,1
2016-04-24,Leicester,Swansea,4,0,H,2,0,H,M Clattenburg,18,9,9,1,15,10,4,6,1,2,0,0,season-1516.csv,1621.22331120961,1475.7384484336533,2.6,1.4,2.2,0.8,3.0,0.0,145.4848627759568,1.2000000000000002,1.4000000000000001,3.0,1
2016-04-24,Sunderland,Arsenal,0,0,D,0,0,D,M Dean,12,20,3,7,10,8,7,7,2,4,0,0,season-1516.csv,1445.9796621409512,1568.9433998291438,1.2,2.2,1.0,1.6,0.0,3.0,-122.96373768819262,-1.0000000000000002,-0.6000000000000001,-3.0,0
2016-04-25,Tottenham,West Brom,1,1,D,1,0,H,M Jones,19,16,2,3,8,13,9,7,0,1,0,0,season-1516.csv,1609.4303347236053,1466.465954582646,2.6,0.2,2.6,1.0,1.0,1.0,142.9643801409593,2.4,1.6,0.0,0
2016-04-30,Arsenal,Norwich,1,0,H,0,0,D,M Jones,14,12,3,3,8,7,7,3,1,0,0,0,season-1516.csv,1567.9974638321503,1419.0193337206217,1.8,1.4,2.0,0.6,1.0,1.0,148.97813011152857,0.40000000000000013,1.4,0.0,1
2016-04-30,Everton,Bournemouth,2,1,H,1,1,D,N Swarbrick,12,16,5,2,4,8,3,5,1,0,0,0,season-1516.csv,1476.1897894361805,1468.9714990535974,0.6,0.6,0.8,2.0,1.0,1.0,7.2182903825830635,0.0,-1.2,0.0,1
2016-04-30,Newcastle,Crystal Palace,1,0,H,0,0,D,M Dean,10,9,4,3,11,12,4,8,2,0,0,0,season-1516.csv,1426.8755407890508,1447.7149753119668,1.0,1.2,1.6,0.6,0.0,3.0,-20.839434522916008,-0.19999999999999996,1.0,-3.0,1
2016-04-30,Stoke,Sunderland,1,1,D,0,0,D,C Pawson,11,14,3,5,13,13,2,8,2,2,0,0,season-1516.csv,1492.2661099194686,1446.9255981379447,0.8,1.2,1.4,1.2,0.0,3.0,45.3405117815239,-0.3999999999999999,0.19999999999999996,-3.0,0
2016-04-30,Watford,Aston Villa,3,2,H,1,1,D,A Taylor,18,7,6,2,14,10,8,4,2,3,0,1,season-1516.csv,1467.1227089660863,1350.0949512383793,0.8,0.0,0.6,0.0,3.0,0.0,117.02775772770701,0.8,0.6,3.0,1
2016-04-30,West Brom,West Ham,0,3,A,0,2,A,L Mason,15,8,5,4,14,7,8,6,0,0,0,0,season-1516.csv,1472.3192083316328,1557.2833186354821,0.4,1.4,1.4,1.2,1.0,1.0,-84.96411030384934,-0.9999999999999999,0.19999999999999996,0.0,2
2016-05-01,Man United,Leicester,1,1,D,1,1,D,M Oliver,21,14,6,3,16,10,6,5,3,0,0,1,season-1516.csv,1549.5106386185666,1625.3225690676693,2.4,2.6,3.0,2.4,1.0,1.0,-75.81193044910265,-0.20000000000000018,0.6000000000000001,0.0,0
2016-05-01,Southampton,Man City,4,2,H,2,1,H,A Marriner,14,6,7,5,12,9,8,2,2,1,0,0,season-1516.csv,1534.5521182480438,1558.7718093732228,2.0,2.6,2.0,1.6,0.0,3.0,-24.219691125178997,-0.6000000000000001,0.3999999999999999,-3.0,1
2016-05-01,Swansea,Liverpool,3,1,H,2,0,H,R East,18,11,9,3,12,13,4,7,2,2,0,1,season-1516.csv,1471.639190575594,1545.4443463005239,1.4,2.2,2.0,1.8,0.0,3.0,-73.80515572492982,-0.8000000000000003,0.19999999999999996,-3.0,1
2016-05-02,Chelsea,Tottenham,2,2,D,0,2,A,M Clattenburg,13,16,5,5,9,20,7,8,3,9,0,0,season-1516.csv,1518.4017494691998,1603.5770809746184,1.4,2.2,1.2,2.0,1.0,1.0,-85.17533150541863,-0.8000000000000003,-0.8,0.0,0
2016-05-07,Aston Villa,Newcastle,0,0,D,0,0,D,R Madley,2,9,0,3,8,13,0,5,1,1,0,0,season-1516.csv,1345.4360206458673,1434.9108220179482,0.0,1.6,0.0,0.2,1.0,1.0,-89.47480137208095,-1.6,-0.2,0.0,0
2016-05-07,Bournemouth,West Brom,1,1,D,0,1,A,M Clattenburg,12,12,4,4,5,8,5,3,2,1,0,0,season-1516.csv,1461.69885359421,1462.1742739244069,0.6,0.2,1.2,0.6,3.0,0.0,-0.47542033019681185,0.39999999999999997,0.6,3.0,0
2016-05-07,Crystal Palace,Stoke,2,1,H,0,1,A,K Friend,17,12,4,3,8,18,4,3,2,3,0,0,season-1516.csv,1439.6796940830693,1488.5564626753408,1.0,0.4,0.8,1.4,3.0,0.0,-48.876768592271446,0.6,-0.5999999999999999,3.0,1
2016-05-07,Leicester,Everton,3,1,H,2,0,H,A Marriner,32,9,8,5,4,12,12,4,0,3,0,0,season-1516.csv,1625.7307076871077,1483.4624348955679,2.2,1.2,2.2,1.0,3.0,0.0,142.26827279153986,1.0000000000000002,1.2000000000000002,3.0,1
2016-05-07,Norwich,Man United,0,1,A,0,0,D,C Pawson,8,15,2,2,11,10,1,6,1,0,0,0,season-1516.csv,1414.9852231914667,1549.1024999991282,1.2,2.0,1.0,0.8,3.0,0.0,-134.11727680766148,-0.8,0.19999999999999996,3.0,2
2016-05-07,Sunderland,Chelsea,3,2,H,1,2,A,M Jones,15,9,4,8,11,9,3,3,4,1,0,1,season-1516.csv,1450.6352453820725,1518.2628932726118,1.2,1.4,1.2,2.4,0.0,3.0,-67.62764789053927,-0.19999999999999996,-1.2,-3.0,1
2016-05-07,West Ham,Swansea,1,4,A,0,2,A,M Oliver,25,13,7,6,11,8,13,3,3,0,0,0,season-1516.csv,1567.428253042708,1481.1734027821803,1.8,1.4,2.2,0.8,1.0,1.0,86.25485026052775,0.40000000000000013,1.4000000000000001,0.0,2
2016-05-08,Liverpool,Watford,2,0,H,1,0,H,L Mason,19,14,5,3,10,15,8,8,1,2,0,0,season-1516.csv,1535.9101340939376,1471.7816395585983,2.0,1.4,2.2,1.2,0.0,3.0,64.12849453533931,0.6000000000000001,1.0000000000000002,-3.0,1
2016-05-08,Man City,Arsenal,2,2,D,1,1,D,A Taylor,14,5,3,2,16,10,7,2,2,1,0,0,season-1516.csv,1550.642815936444,1572.0315743613053,2.0,1.8,1.8,1.2,0.0,3.0,-21.38875842486118,0.19999999999999996,0.6000000000000001,-3.0,0
2016-05-08,Tottenham,Southampton,1,2,A,1,1,D,J Moss,20,10,6,2,8,16,10,2,0,3,0,0,season-1516.csv,1603.7159371712064,1542.6811116848226,1.8,2.0,2.2,1.4,3.0,0.0,61.03482548638385,-0.19999999999999996,0.8000000000000003,3.0,2
2016-05-10,West Ham,Man United,3,2,H,1,0,H,M Dean,20,3,6,2,6,18,6,2,1,3,0,0,season-1516.csv,1552.7498473344767,1557.8394836439907,1.6,2.0,1.6,1.2,1.0,1.0,-5.089636309513935,-0.3999999999999999,0.40000000000000013,0.0,1
2016-05-11,Liverpool,Chelsea,1,1,D,0,1,A,M Oliver,28,13,9,7,11,12,7,3,3,1,0,0,season-1516.csv,1541.743749478612,1508.9059328004507,2.0,0.8,2.2,1.8,3.0,0.0,32.83781667816129,1.2,0.40000000000000013,3.0,0
2016-05-11,Norwich,Watford,4,2,H,3,1,H,R East,18,12,6,7,8,12,5,1,2,3,0,0,season-1516.csv,1406.2482395466043,1465.9480241739238,0.6,1.4,0.8,0.6,0.0,3.0,-59.69978462731956,-0.7999999999999999,0.20000000000000007,-3.0,1
2016-05-11,Sunderland,Everton,3,0,H,2,0,H,A Taylor,14,17,8,6,15,7,5,5,1,0,0,0,season-1516.csv,1459.9922058542336,1479.3025019234478,1.6,1.0,1.2,0.4,0.0,3.0,-19.310296069214246,0.6000000000000001,0.7999999999999999,-3.0,1
2016-05-15,Arsenal,Aston Villa,4,0,H,1,0,H,M Clattenburg,16,5,7,2,12,6,5,4,0,1,0,0,season-1516.csv,1573.9810879252398,1345.4209042257376,1.8,0.2,2.0,0.0,3.0,0.0,228.5601836995022,1.6,2.0,3.0,1
2016-05-15,Chelsea,Leicester,1,1,D,0,0,D,C Pawson,17,18,4,5,4,12,7,6,0,0,0,0,season-1516.csv,1512.3011838377404,1629.8906406592278,1.0,2.2,1.2,2.0,0.0,3.0,-117.58945682148737,-1.2000000000000002,-0.8,-3.0,0
2016-05-15,Everton,Norwich,3,0,H,2,0,H,L Mason,15,10,8,2,7,11,4,11,0,0,0,0,season-1516.csv,1471.309497085709,1415.378333559408,0.8,0.6,0.8,0.6,1.0,1.0,55.93116352630091,0.20000000000000007,0.20000000000000007,0.0,1
2016-05-15,Newcastle,Tottenham,5,1,H,2,0,H,A Taylor,19,17,10,5,7,6,3,8,1,2,1,0,season-1516.csv,1434.925938438078,1589.6234108083177,1.8,1.6,1.6,1.6,3.0,0.0,-154.69747237023967,0.19999999999999996,0.0,3.0,1
2016-05-15,Southampton,Crystal Palace,4,1,H,1,0,H,M Oliver,18,16,5,4,7,14,2,5,1,2,0,0,season-1516.csv,1556.7736380477113,1448.5015688955466,2.6,1.0,2.0,0.6,0.0,3.0,108.2720691521647,1.6,1.4,-3.0,1
2016-05-15,Stoke,West Ham,2,1,H,0,1,A,M Jones,7,20,4,7,8,12,4,10,3,1,0,0,season-1516.csv,1479.7345878628635,1560.3534517850353,0.2,2.0,1.0,1.8,1.0,1.0,-80.61886392217184,-1.8,-0.8,0.0,1
2016-05-15,Swansea,Man City,1,1,D,1,1,D,M Dean,4,18,1,5,4,19,4,4,1,3,0,0,season-1516.csv,1495.8518084904117,1548.6933023725096,1.8,1.6,2.4,1.6,0.0,3.0,-52.84149388209789,0.19999999999999996,0.7999999999999998,-3.0,0
2016-05-15,Watford,Sunderland,2,2,D,0,1,A,K Friend,21,6,6,4,11,10,7,4,1,0,0,0,season-1516.csv,1456.81793016112,1467.9852106919725,1.2,2.2,1.0,1.2,3.0,0.0,-11.167280530852395,-1.0000000000000002,-0.19999999999999996,3.0,0
2016-05-15,West Brom,Liverpool,1,1,D,1,1,D,R Madley,13,7,1,3,11,14,7,5,3,1,0,0,season-1516.csv,1464.6954460658758,1538.3484984413224,0.4,1.6,1.2,1.8,1.0,1.0,-73.65305237544658,-1.2000000000000002,-0.6000000000000001,0.0,0
2016-05-17,Man United,Bournemouth,3,1,H,1,0,H,J Moss,12,7,5,0,9,8,7,1,1,0,0,0,season-1516.csv,1550.235879193432,1459.1776814527411,2.0,0.8,2.6,1.4,0.0,3.0,91.05819774069096,1.2,1.2000000000000002,-3.0,1
2016-08-13,Burnley,Swansea,0,1,A,0,0,D,J Moss,10,17,3,9,10,14,7,4,3,2,0,0,season-1617.csv,1404.6136100881267,1495.0470419849707,1.0,1.4,1.0,0.8,1.0,1.0,-90.43343189684401,-0.3999999999999999,0.19999999999999996,0.0,2
2016-08-13,Crystal Palace,West Brom,0,1,A,0,0,D,C Pawson,14,13,4,3,12,15,3,6,2,2,0,0,season-1617.csv,1446.4770966028414,1466.0140254750058,0.8,0.6,1.4,0.6,1.5,1.5,-19.53692887216448,0.20000000000000007,0.7999999999999999,0.0,2
2016-08-13,Everton,Tottenham,1,1,D,1,0,H,M Atkinson,12,13,6,4,10,14,5,6,0,0,0,0,season-1617.csv,1478.4729938351486,1573.8933723393307,1.2,1.0,1.4,1.6,1.0,1.0,-95.42037850418205,0.19999999999999996,-0.20000000000000018,0.0,0
2016-08-13,Hull,Leicester,2,1,H,1,0,H,M Dean,14,18,5,5,8,17,5,3,2,2,0,0,season-1617.csv,1404.6136100881267,1622.6433063126772,1.0,1.8,1.0,2.2,1.0,1.0,-218.02969622455043,-0.8,-1.2000000000000002,0.0,1
2016-08-13,Man City,Sunderland,2,1,H,1,0,H,R Madley,16,7,4,3,11,14,9,6,1,2,0,0,season-1617.csv,1547.2708133348044,1471.7052437847985,1.2,1.8,2.0,1.4,3.0,0.0,75.56556955000588,-0.6000000000000001,0.6000000000000001,3.0,1
2016-08-13,Middlesbrough,Stoke,1,1,D,1,0,H,K Friend,12,12,2,1,18,14,9,6,3,5,0,0,season-1617.csv,1404.6136100881267,1489.9914105274806,1.0,0.8,1.0,0.8,1.0,1.0,-85.3778004393539,0.19999999999999996,0.19999999999999996,0.0,0
2016-08-13,Southampton,Watford,1,1,D,0,1,A,R East,24,5,6,1,8,12,6,2,1,2,0,1,season-1617.csv,1558.5343499932535,1456.8577400256393,2.6,0.8,2.6,0.6,2.0,0.5,101.67660996761424,1.8,2.0,1.5,0
2016-08-14,Arsenal,Liverpool,3,4,A,1,1,D,M Oliver,9,16,5,7,13,17,5,4,3,3,0,0,season-1617.csv,1572.9000170015051,1536.8777218068321,2.2,1.2,2.6,1.4,1.0,1.0,36.022295194673006,1.0000000000000002,1.2000000000000002,0.0,2
2016-08-14,Bournemouth,Man United,1,3,A,0,1,A,A Marriner,9,11,3,7,7,10,4,2,0,1,0,0,season-1617.csv,1456.2652091629186,1552.6776734509456,0.2,2.0,0.8,1.2,1.5,1.5,-96.41246428802697,-1.8,-0.3999999999999999,0.0,2
2016-08-15,Chelsea,West Ham,2,1,H,0,0,D,A Taylor,16,7,6,3,16,16,7,1,5,2,0,0,season-1617.csv,1512.4389269594424,1548.0922271380232,1.2,1.8,0.8,1.6,0.5,2.0,-35.65330017858082,-0.6000000000000001,-0.8,-1.5,1
2016-08-19,Man United,Southampton,2,0,H,1,0,H,A Taylor,12,13,5,1,11,8,4,0,0,0,0,0,season-1617.csv,1562.4931288466812,1553.516495155575,2.0,2.6,2.6,2.0,1.5,1.5,8.976633691106144,-0.6000000000000001,0.6000000000000001,0.0,1
2016-08-20,Burnley,Liverpool,2,0,H,2,0,H,L Mason,3,26,2,5,14,5,1,12,0,1,0,0,season-1617.csv,1394.6260852544613,1550.3538097457752,0.0,1.6,0.0,1.4,1.0,1.0,-155.7277244913139,-1.6,-1.4,0.0,1
2016-08-20,Leicester,Arsenal,0,0,D,0,0,D,M Clattenburg,8,13,1,4,11,7,2,7,1,2,0,0,season-1617.csv,1609.116524486664,1559.4239290625621,1.6,1.6,2.6,1.4,0.0,3.0,49.69259542410191,0.0,1.2000000000000002,-3.0,0
2016-08-20,Stoke,Man City,1,4,A,0,2,A,M Dean,8,12,3,6,12,13,7,7,3,4,0,0,season-1617.csv,1490.1244402768252,1552.8361619669968,1.0,1.6,1.0,1.6,1.5,1.5,-62.711721690171544,-0.6000000000000001,-0.6000000000000001,0.0,2
2016-08-20,Swansea,Hull,0,2,A,0,0,D,S Attwell,13,12,3,4,7,10,8,3,0,0,0,0,season-1617.csv,1505.0345668186362,1418.1403919141399,2.0,3.0,2.6,1.0,1.0,1.0,86.89417490449637,-1.0,1.6,0.0,2
2016-08-20,Tottenham,Crystal Palace,1,0,H,0,0,D,M Oliver,20,10,5,2,19,9,10,4,3,3,0,0,season-1617.csv,1573.7373739612276,1434.4763625267622,0.6,0.6,1.6,0.4,3.0,0.0,139.26101143446544,0.0,1.2000000000000002,3.0,1
2016-08-20,Watford,Chelsea,1,2,A,0,0,D,J Moss,6,13,2,4,20,10,0,5,4,3,0,0,season-1617.csv,1461.8755948633177,1520.8873373483102,1.0,1.2,1.0,1.4,1.0,1.0,-59.01174248499251,-0.19999999999999996,-0.3999999999999999,0.0,2
2016-08-20,West Brom,Everton,1,2,A,1,1,D,N Swarbrick,11,13,4,7,16,10,7,4,3,1,0,0,season-1617.csv,1478.014759551085,1478.6289922132516,1.2,1.4,0.8,0.4,1.5,1.5,-0.6142326621666143,-0.19999999999999996,0.4,0.0,2
2016-08-21,Sunderland,Middlesbrough,1,2,A,0,2,A,M Atkinson,18,8,5,3,11,14,8,1,1,1,0,0,season-1617.csv,1466.1398951526062,1404.4805803387821,1.6,1.0,1.6,1.0,1.0,1.0,61.65931481382404,0.6000000000000001,0.6000000000000001,0.0,2
2016-08-21,West Ham,Bournemouth,1,0,H,0,0,D,C Pawson,15,8,2,5,15,15,1,6,3,1,0,1,season-1617.csv,1539.6438167491553,1446.449753767183,1.2,0.2,1.6,1.2,1.5,1.5,93.19406298197237,1.0,0.40000000000000013,0.0,1
2016-08-27,Chelsea,Burnley,3,0,H,2,0,H,M Clattenburg,22,6,10,0,6,9,9,5,2,2,0,0,season-1617.csv,1531.7768935095298,1406.495631258695,1.6,1.5,1.2,1.0,1.0,1.0,125.28126225083474,0.10000000000000009,0.19999999999999996,0.0,1
2016-08-27,Crystal Palace,Bournemouth,1,1,D,0,1,A,M Dean,24,10,5,3,15,10,10,4,2,1,0,0,season-1617.csv,1430.259106382387,1441.2827063153495,0.6,0.2,1.4,0.6,0.5,2.0,-11.023599932962497,0.39999999999999997,0.7999999999999999,-1.5,0
2016-08-27,Everton,Stoke,1,0,H,0,0,D,M Oliver,21,8,9,1,14,11,9,2,2,1,0,0,season-1617.csv,1491.1464225940952,1479.3406315595744,1.4,1.0,1.6,0.8,1.5,1.5,11.80579103452078,0.3999999999999999,0.8,0.0,1
2016-08-27,Hull,Man United,0,1,A,0,0,D,J Moss,8,29,2,9,9,6,1,6,2,3,0,0,season-1617.csv,1432.8331589169245,1569.7189946320982,3.0,2.4,3.0,1.8,1.0,1.0,-136.8858357151737,0.6000000000000001,1.2,0.0,2
2016-08-27,Leicester,Swansea,2,1,H,1,0,H,R East,13,9,6,3,14,10,4,6,2,2,0,0,season-1617.csv,1605.299357505156,1490.3417998158516,1.2,2.0,2.2,1.4,3.0,0.0,114.9575576893044,-0.8,0.8000000000000003,3.0,1
2016-08-27,Southampton,Sunderland,1,1,D,0,0,D,L Mason,16,5,7,2,15,8,5,5,2,2,0,0,season-1617.csv,1546.290629370158,1452.0324160231582,2.0,1.4,2.6,1.2,2.0,0.5,94.25821334699981,0.6000000000000001,1.4000000000000001,1.5,0
2016-08-27,Tottenham,Liverpool,1,1,D,0,1,A,R Madley,11,13,4,3,11,17,5,5,3,5,0,0,season-1617.csv,1577.9546301056027,1538.4842637415413,1.0,1.6,2.0,1.4,1.0,1.0,39.47036636406142,-0.6000000000000001,0.6000000000000001,0.0,0
2016-08-27,Watford,Arsenal,1,3,A,0,3,A,K Friend,14,10,6,7,18,15,3,2,6,1,0,0,season-1617.csv,1450.986038702098,1563.2410960440702,0.4,1.6,1.0,1.4,0.0,3.0,-112.25505734197213,-1.2000000000000002,-0.3999999999999999,-3.0,2
2016-08-28,Man City,West Ham,3,1,H,2,0,H,A Marriner,22,9,5,2,5,10,5,4,1,3,0,0,season-1617.csv,1563.6199706842476,1544.8108642009888,1.6,1.2,2.0,1.0,0.5,2.0,18.8091064832588,0.40000000000000013,1.0,-1.5,1
2016-08-28,West Brom,Middlesbrough,0,0,D,0,0,D,A Taylor,13,7,2,2,12,11,5,4,1,3,0,0,season-1617.csv,1465.4973291702415,1418.58805946823,1.0,2.0,0.2,3.0,1.0,1.0,46.90926970201144,-1.0,-2.8,0.0,0
2016-09-10,Arsenal,Southampton,2,1,H,1,1,D,R Madley,17,11,2,5,10,8,6,1,2,5,0,0,season-1617.csv,1572.6014186440655,1541.4342369625476,1.6,1.6,2.0,1.4,0.5,2.0,31.16718168151783,0.0,0.6000000000000001,-1.5,1
2016-09-10,Bournemouth,West Brom,1,0,H,0,0,D,K Friend,12,12,5,2,9,11,10,5,1,3,0,0,season-1617.csv,1443.5174710035494,1461.7488084717747,0.4,1.2,0.2,1.0,2.0,0.5,-18.23133746822532,-0.7999999999999999,-0.8,1.5,1
2016-09-10,Burnley,Hull,1,1,D,0,0,D,P Tierney,13,11,2,3,13,3,5,9,2,0,0,0,season-1617.csv,1402.0043298604135,1424.1745091546668,1.0,2.0,1.5,3.0,1.0,1.0,-22.17017929425333,-1.0,-1.5,0.0,0
2016-09-10,Liverpool,Leicester,4,1,H,2,1,H,C Pawson,17,12,11,3,4,8,1,7,1,2,0,0,season-1617.csv,1542.0473005624956,1610.001010835143,1.2,1.6,2.2,1.6,1.5,1.5,-67.95371027264741,-0.40000000000000013,0.6000000000000001,0.0,1
2016-09-10,Man United,Man City,1,2,A,1,2,A,M Clattenburg,14,18,3,6,15,10,4,4,4,2,0,0,season-1617.csv,1578.377644394356,1570.5867178969852,2.4,2.2,2.6,1.6,2.0,0.5,7.7909264973707195,0.19999999999999973,1.0,1.5,2
2016-09-10,Middlesbrough,Crystal Palace,1,2,A,1,1,D,N Swarbrick,12,12,4,4,5,9,6,6,1,2,0,0,season-1617.csv,1422.3365801666969,1428.0243416941871,1.6666666666666667,0.8,1.0,0.2,1.0,1.0,-5.687761527490238,0.8666666666666667,0.8,0.0,2
2016-09-10,Stoke,Tottenham,0,4,A,0,1,A,A Taylor,15,20,2,8,13,18,10,8,3,2,0,0,season-1617.csv,1472.1897577230116,1574.3915932846485,0.8,1.0,1.0,1.2,0.5,2.0,-102.20183556163693,-0.19999999999999996,-0.19999999999999996,-1.5,2
2016-09-10,West Ham,Watford,2,4,A,2,2,D,M Atkinson,19,13,4,8,10,15,4,4,2,2,0,0,season-1617.csv,1537.8441169882512,1441.6257161021028,1.2,0.4,2.0,0.8,1.5,1.5,96.2184008861484,0.7999999999999999,1.2,0.0,2
2016-09-11,Swansea,Chelsea,2,2,D,0,1,A,A Marriner,6,28,2,7,17,8,1,11,3,4,0,0,season-1617.csv,1485.6401464858645,1536.2681949078114,1.4,2.2,2.0,1.4,2.0,0.5,-50.628048421946914,-0.8000000000000003,0.6000000000000001,1.5,0
2016-09-12,Sunderland,Everton,0,3,A,0,0,D,M Jones,11,20,2,9,11,8,5,4,1,1,0,0,season-1617.csv,1456.8888084307687,1498.297296430658,1.0,2.0,1.4,0.8,1.5,1.5,-41.4084879998893,-1.0,0.5999999999999999,0.0,2
2016-09-16,Chelsea,Liverpool,1,2,A,0,2,A,M Atkinson,12,13,4,5,6,13,6,4,1,1,0,0,season-1617.csv,1537.396584719189,1551.4136076194618,2.2,1.6,1.6,1.0,0.5,2.0,-14.017022900272877,0.6000000000000001,0.6000000000000001,-1.5,2
2016-09-17,Everton,Middlesbrough,3,1,H,3,1,H,L Mason,11,7,6,0,5,15,6,3,2,1,0,0,season-1617.csv,1509.686824568527,1409.9564180936034,2.6,1.25,2.2,2.0,1.0,1.0,99.73040647492371,1.35,0.20000000000000018,0.0,1
2016-09-17,Hull,Arsenal,1,4,A,0,1,A,R East,6,24,2,9,9,12,2,4,0,2,1,0,season-1617.csv,1426.102376961056,1579.2487785064463,1.75,2.0,1.5,1.4,1.0,1.0,-153.1464015453903,-0.25,0.10000000000000009,0.0,2
2016-09-17,Leicester,Burnley,3,0,H,1,0,H,A Taylor,14,7,6,2,10,9,7,1,0,1,0,0,season-1617.csv,1600.6347037781768,1400.0764620540242,1.0,1.0,2.2,0.0,1.0,1.0,200.5582417241526,0.0,2.2,0.0,1
2016-09-17,Man City,Bournemouth,4,0,H,2,0,H,J Moss,20,6,12,2,8,11,5,5,1,1,1,0,season-1617.csv,1583.3293213694224,1451.4806904780658,2.6,0.8,2.6,0.8,3.0,0.0,131.8486308913566,1.8,1.8,3.0,1
2016-09-17,West Brom,West Ham,4,2,H,3,0,H,M Clattenburg,8,23,6,5,14,6,2,6,2,1,0,0,season-1617.csv,1453.7855889972584,1522.9447302077872,1.0,0.6,0.4,0.8,0.5,2.0,-69.15914121052879,0.4,-0.4,-1.5,1
2016-09-18,Crystal Palace,Stoke,4,1,H,2,0,H,C Pawson,14,11,8,4,15,9,10,5,2,1,0,0,season-1617.csv,1440.4045037672809,1462.5408104645192,0.8,0.8,1.6,0.2,3.0,0.0,-22.136306697238297,0.0,1.4000000000000001,3.0,1
2016-09-18,Southampton,Swansea,1,0,H,0,0,D,M Jones,19,9,6,3,14,9,7,1,1,1,0,0,season-1617.csv,1534.7868771001667,1484.511756674487,1.0,1.0,2.2,1.2,3.0,0.0,50.27512042567969,0.0,1.0000000000000002,3.0,1
2016-09-18,Tottenham,Sunderland,1,0,H,0,0,D,M Dean,31,6,9,2,7,16,14,1,1,5,0,1,season-1617.csv,1584.0405405431409,1445.4992802928996,1.6,0.4,1.6,1.2,3.0,0.0,138.5412602502413,1.2000000000000002,0.40000000000000013,3.0,1
2016-09-18,Watford,Man United,3,1,H,1,0,H,M Oliver,10,15,5,2,14,19,5,7,3,4,0,0,season-1617.csv,1456.525102882567,1565.6350409219187,1.0,2.4,1.0,1.8,0.0,3.0,-109.10993803935185,-1.4,-0.8,-3.0,1
2016-09-24,Arsenal,Chelsea,3,0,H,3,0,H,M Oliver,14,9,5,2,9,11,9,1,0,2,0,0,season-1617.csv,1587.4510305446804,1525.2438306837896,2.0,2.0,2.4,1.6,0.0,3.0,62.207199860890796,0.0,0.7999999999999998,-3.0,1
2016-09-24,Bournemouth,Everton,1,0,H,1,0,H,R Madley,12,13,1,2,10,14,5,3,2,2,0,0,season-1617.csv,1447.119680146817,1514.7109994137174,0.8,2.6,0.8,1.2,0.5,2.0,-67.59131926690043,-1.8,-0.3999999999999999,-1.5,1
2016-09-24,Liverpool,Hull,5,1,H,3,0,H,A Marriner,32,2,12,1,8,8,13,2,1,2,0,1,season-1617.csv,1563.566361654861,1417.900124922822,2.0,1.4,2.2,2.0,1.0,1.0,145.66623673203912,0.6000000000000001,0.20000000000000018,0.0,1
2016-09-24,Man United,Leicester,4,1,H,4,0,H,M Dean,16,10,7,3,9,12,8,6,0,2,0,0,season-1617.csv,1555.085566689539,1603.796293327245,1.8,1.4,2.0,1.0,1.0,1.0,-48.710726637705875,0.40000000000000013,1.0,0.0,1
2016-09-24,Middlesbrough,Tottenham,1,2,A,0,2,A,G Scott,6,19,2,5,14,9,2,10,2,1,0,0,season-1617.csv,1404.932243248413,1588.271601818597,1.0,2.2,0.5,1.6,1.0,1.0,-183.339358570184,-1.2000000000000002,-1.1,0.0,2
2016-09-24,Stoke,West Brom,1,1,D,0,0,D,M Atkinson,12,9,2,3,9,13,6,6,3,4,0,0,season-1617.csv,1454.4696169499384,1463.1864592820261,0.2,1.4,0.8,1.0,0.0,3.0,-8.716842332087708,-1.2,-0.19999999999999996,-3.0,0
2016-09-24,Sunderland,Crystal Palace,2,3,A,1,0,H,A Taylor,11,20,4,4,15,12,3,5,0,2,0,0,season-1617.csv,1441.2682190174435,1448.4756972818616,0.2,1.4,1.4,0.6,2.0,0.5,-7.207478264418114,-1.2,0.7999999999999999,1.5,2
2016-09-24,Swansea,Man City,1,3,A,1,1,D,N Swarbrick,13,18,5,4,15,9,2,7,2,4,0,0,season-1617.csv,1478.343237903686,1587.690331700671,0.8,3.0,1.6,1.6,0.5,2.0,-109.34709379698506,-2.2,0.0,-1.5,2
2016-09-25,West Ham,Southampton,0,3,A,0,1,A,J Moss,13,18,1,9,9,14,6,2,5,2,0,0,season-1617.csv,1513.5438599230195,1540.9553958709678,0.6,1.0,1.8,1.4,1.5,1.5,-27.411535947948323,-0.4,0.40000000000000013,0.0,2
